uid,time,text,keywords,sentiment_gpt
民主進步黨_賴品妤,2023-03-08 16:07:31,"今早，我與 蘇巧慧、 愛信任-劉世芳、 立法委員  羅美玲、 洪申翰 Sun-Han共同召開記者會，建議行政院將今年底前出生的嬰兒也納入普發6000元的範圍。

在一月初，我就呼籲除了普發現金，應研議推出學貸、居住、育兒等補助。

畢竟，此次財源雖是經濟成長率高於預期的稅收，但不是所有人都因此改善生活。政府要盡可能的照顧真正需要的人們。

除了已爭取到，也將持續監督的學貸、居住補助政策。既然此次未直接推出育兒補助，那將新生兒納入普發對象，也是亡羊補牢、協助年輕爸媽降低育兒負擔的辦法。

同時，這也將是在少子化危機下，政府對新生命誕生的祝福。請行政院積極回應！","['普發現金', '普發+6000']",POSITIVE
民主進步黨_李昆澤,2023-03-08 17:10:45,"資通安全要落實，人民個資要保障！

今天針對數位部的質詢中，我指出，去年第四季各機關的資安事件通報，較為嚴重的第二級與第三級事件，有微幅的增加。其中主要類型是「非法入侵事件」，佔54.76%，而非法入侵事件成因，竟然有3成為「無法確認事件成因」。我提醒唐鳳部長，這樣的情況不利機關當下應變，也難以作為後續改善的借鑑。因此我要求數位部，要跟民間企業配合，加強資安攻防演練外，更要協助各機關釐清資安事件成因，排除軟硬體上的障礙。

另外，從去年底至今，不論政府機關或民間企業都有各自外洩的情況。數位部務必要加強政府機關的個資系統，並協助民間業者落實個資防護。

最後我也提醒部長，許多民眾反映在簡訊或社群平台中看到普發現金的詐騙網址。數位部除了加強宣導外，更要與警政署合作，稽查並防堵這些詐騙資訊。",['普發現金'],NEUTRAL
民主進步黨_陳歐珀,2023-03-08 19:56:26,"#數位發展勿重西輕東
#打詐成效應定期公告
󠀠
今日交通委員會請到 數位發展部moda（Ministry of Digital Affairs）  唐鳳 部長接受質詢，我特別就 🟢數位發展城鄉落差平權問題、🟠打擊詐騙與防範個資外洩機制問題，這兩大面向進行提問與建言。
󠀠
🟢克服數位落差，勿陷入重西輕東發展盲點

數位部的電信網路建設計畫，將台灣分為北中南三大區塊，然而台灣長期建設發展重西輕東，基礎建設相對弱勢，我特別提醒唐鳳部長勿陷入盲點，而忽略偏鄉的寬頻平權。偏遠地區電信網路的韌性強化相當重要，數位部正著手規劃執行的「非同步軌道衛星」建置，我也會持續關注偏遠及東部地區的基站設置狀況。
󠀠
🟢普發現金6000元平台建置，要確實照顧偏鄉需求

依目前看到的普發現金規畫有多元管道及方式，然而ATM領取或郵局臨櫃的方式，對於偏鄉民眾相對不便。我也要求數位部在系統平台建置的部分，要注意到偏鄉民眾或數位弱勢族群領取不便的問題，並且納入規畫因應。
󠀠
🟠打詐國家隊應積極宣導，網路資安機制要強化

數位發展部的打詐行動具體作為與成效，應定期公告讓民眾知悉，雖不至於要像防疫記者會每日召開，但政府有責任積極宣導以加強民眾防詐認知與意識。此外，網路詐騙、個資外洩事件頻傳，我也希望數位部能發揮該部的專業與能力，採取積極作為強化相關防弊監督機制，有效改善資安漏洞。
󠀠
#台灣勁好
#國會質詢","['普發現金', '普發+6000']",POSITIVE
無黨籍-中國國民黨_林為洲,2023-03-09 09:41:29,🎬林為洲委員要求 ＃刪除台電500億，全民普發1萬元❗️,"['全民普發', '普發+1萬']",NEUTRAL
民主進步黨_賴品妤,2023-03-09 16:35:52,"#品妤成功爭取降低育兒負擔
#普發現金納入年前出生嬰兒

感謝財政部回應我們的爭取，確定將今年底前出生的寶寶納入「普發6000元」的範圍，照顧更多孕產家庭！

昨天，我與好同事 蘇巧慧、 愛信任-劉世芳、 立法委員  羅美玲、 洪申翰 Sun-Han一同召開記者會，要求行政院亡羊補牢，將「普發現金適用新生兒」當作這次共享經濟政策中，協助年輕爸媽降低負擔的「實質育兒補助」。

我肯定財政部的從善如流，也謝謝財政委員會 立法委員 林楚茵召委及各位黨團同事對預算的支持，在日趨嚴重的少子化危機下，監督政府提出對新生命誕生的小小祝福。面對育兒協助，我們也會繼續努力💪","['普發現金', '普發+6000']",POSITIVE
台灣民眾黨_邱臣遠,2023-03-10 09:00:41,"#財政部宣布今年新生兒可領六千元
#特別預算審查未達共識保留送協商

立法院財政、內政等6個委員會聯席會議在8日審查「中央政府疫後強化經濟與社會韌性及全民共享經濟成果特別預算案」，最後針對全民普發現金額度、13.5億元預備金、勞保撥補三百億元、以及經費挹注補貼台電等提案，無法達成共識，最後主席宣布，全案保留送院會朝野協商。

然而就在立法院為了特別預算編列13.5億元預備金，涉及空白授權而爭議不休的同時，財政部卻宣布將把今年底前出生的新生兒，均納入普發現金發放對象，增加費用約需2億元，經費來源就是使用預備金。看來政府真的要將這3800億元當成政策買票的小金庫，全部花費殆盡，豪不考慮在野黨呼籲政府應遵守財政紀律，將超徵稅額優先用於償還公共債務及潛藏債務。

這次特別預算審查立法院所有委員合計提出327件提案，其中臣遠共提出20案，各黨派立委的提案主要聚焦在普發現金額度、宣傳費、補貼台電經費、交通月票、普發現金及是否應該編列預備金等。

針對經濟部編列新台幣500億元預算挹注台電公司，我認為台電近兩年虧損擴大，乃是政府過度依賴火力發電等錯誤的能源政策造成，考量經濟部今年已經增資台電1,500億元，並同意台電公司發行特別股500億元，因此提案減列50億元，撙節支出以應不時之需，並請經濟部審酌補助需要，移回明年度公務預算編列補貼。

另外針對內政部編列165億元補助55萬戶房貸一案，我認為一次性房貸補助，並無助於化解高房價伴隨而來的高房貸負擔，同時針對臺北市補助戶限貸850萬以下各界也質疑不斷，因此提案凍結10億元。

最後由於針對包括勞保補助等相關重大爭議案件，未能達成共識，最後主席宣布全案保留送立法院會朝野協商處理。","['普發現金', '全民普發', '普發+六千']",NEGATIVE
民主進步黨_林靜儀,2023-03-13 21:20:03,"這幾天在地方跑，大家最愛聽的就是疫後振興特別預算進度（俗稱普發6000）啦。

目前進度已經在聯席委員會審查完成，要進入朝野協商；不過目前總計有三百多個提案，需要朝野共識。

好消息是今年12月31日前出生的都有份 #一出生就帶財 

當然另外也撥補台電（電價凍漲）、勞健保虧損、輔導產業振興👍

#跑跑靜儀團隊國會地方雙衝刺🏃‍♀️🏃‍♀️🏃‍♀️🏃‍♀️

疫後特別預算案擬下週協商 鄭文燦盼不要有冷凍期
https://www.cna.com.tw/amp/news/aipl/202303090397.aspx

普發6000連準新生兒也能領　年底前出生都來得及
https://www.upmedia.mg/news_info.php?Type=24&SerialNo=167568

疫後特別預算振興服務業 經長：輔導微小型餐飲業
https://www.cna.com.tw/amp/news/afe/202303070394.aspx",['普發+6000'],POSITIVE
民主進步黨_林楚茵,2023-03-14 11:34:38,"預登記‼少排隊‼防詐騙‼
#發現金 行政院要做好準備‼
　
上週三國際婦女節，楚茵擔任財委會召委主持 #發現金特別預算案 審查，順利審查完竣送出委員會，朝野黨團將打破冷凍期慣例儘速協商三讀。
　
今天 #白色情人節，楚茵跟黨團幹部 鄭運鵬 Cheng Yun-Peng  愛信任-劉世芳  吳琪銘   洪申翰 Sun-Han 一起向行政院呼籲，要趕快為發現金預作準備。
　
朝野對於發現金共識極高，雖然外界預期一個月冷凍期，但預算案隨時都有可能通過，楚茵提醒行政院，怎麼領錢要讓民眾提前清楚知道！
　
既然規劃完備，就要趕快做系統「預登錄」，提前登記、提前將民眾分流，避免上線瞬間巨量造成系統塞車，讓政府美意蒙上陰影。
　
此外，更要強化 #反詐騙👊許多詐騙集團對這次普發現金虎視眈眈，政院必須強化宣傳，政府絕對不會主動發放簡訊或電子郵件要求登錄資料或領現。",['普發現金'],POSITIVE
民主進步黨_賴瑞隆,2023-03-16 12:07:49,"6000元下周三開放登記 

行政院全民共享普發現金6000元規劃，3月22日將開放「登記入帳」預登記。普發6000元現金目前規劃發放方式，包括採「登記入帳」、「ATM領現」、「郵局領現」、「直接入帳」及「造冊發放」等5種方式，大家可選擇方便方式領取。

立法院朝野政黨也會加快協商完成審查，儘速發放全民共享。

https://ec.ltn.com.tw/article/breakingnews/4241420

#全民共享經濟紅利
#免出門可線上登記","['普發現金', '普發+6000']",POSITIVE
民主進步黨_江永昌,2023-03-16 13:15:24,"【提前「準備」普發現金，6000元領取方式看這邊❗】

立法院目前正在加緊審議特別預算案，而 行政院 同步提前預做準備，今日公布民眾領取現金6000元的方案，規劃「#登記入帳、#ATM領現、#郵局領現、#特定對象直接入帳、#特定偏鄉造冊」5種不同方式，方便民眾以最快且便捷的方式領取6000元。

🔺登記入帳
✅方式：自3/22(三)上午8時起，開放民眾預先在官網（https://6000.gov.tw）登記填寫必要資料，免讀卡機、免插卡，後續登記資料經過系統核驗無誤，屆時6000元就會直接入帳至指定金融帳戶。
✅分流登記免塞車：
🔸採身分證字號或居留證號尾數分流，預計3/20(一)公告
🔸3/22(三)至3/26(日)，每天將開放2組尾數的民眾登記
🔸3/27(一)起，開放所有民眾皆可登記
🔸3/28(二)起，開放修改及查詢登記資料是否正確、符合領取資格等資訊

---------------------
🔺 ATM及郵局領現
✅方式：待開放領取時，可至「全台郵局櫃檯」或「指定銀行ATM」領取現金
🔸指定銀行：台灣銀行、土地銀行、合作金庫、第一銀行、華南銀行、彰化銀行、中小企銀、兆豐銀行、台新銀行、國泰世華銀行、中國信託銀行與郵局。

---------------------
🔺特定對象直接入帳
✅特定對象：指領有勞保年金、國民年金、勞退、身障補助、中低收入老人津貼者
✅方式：6000元會直接匯入該帳戶，不須登記！

最後永昌提醒鄉親，若採「登記入帳」領取方式一定要留意官網是否正確，避免遭「釣魚假網站」騙取個人資料。另外接到不明電話或簡訊，指示操作ATM或網銀，請立即撥打165反詐騙專線。","['普發現金', '普發+6000']",POSITIVE
民主進步黨_吳秉叡,2023-03-16 14:24:53,"今天行政院報告「#全民共享普發現金規劃」目前籌備進度，公佈諸如領取資格、普發方法、登記方式以及弱勢與偏鄕的領取辦法。目前規劃發放方式共有五種：包含「#登記入帳」、「#ATM領現」、「#郵局領現」、「#直接入帳」及「#造冊發放」等。若想透過登記入帳方式領取者，官網將於3/22 早上八點開放預登記，注意目前 #現金發放時間未定，尚待政府後續宣佈。特別提醒大家，有不肖份子會假借普發現金名義進行詐騙，請大家切記，❎政府不會發簡訊或電子郵件通知領錢登錄，也❎不會電話要求至ATM或網銀操作轉帳，記大家告知身邊的朋友，避免有人受騙上當。

🧧「全民共享普發現金」網站：https://6000.gov.tw","['普發現金', '普發+6000']",POSITIVE
民主進步黨_黃世杰,2023-03-16 15:30:52,"全民普發六千，領取資格、五種領法來囉！

過去三年，全球都受到疫情衝擊。台灣防疫成績備受國際社會肯定，在防疫之外，也是世界上少數維持經濟成長的國家。政府將普發現金 6000 元，讓全民共享經濟果實，跟大家一起迎接疫後復甦的新挑戰！

【領取資格】
🔸國內現有戶籍之國民
🔹取得居留許可之無戶籍國民
🔸取得永久居留證之外國人
🔹大陸地區／港澳／外國人為我國國民配偶，並取得居留許可者
🔸政府機關因歸派駐國外之人員及具我國國籍眷屬

在民進黨立法院黨團大力爭取下，納入 2023 年底前誕生的嬰兒，家裡將有新生兒的爸爸媽媽請多留意喔！

【領取方式】
1⃣ 登記入帳
👉 3/22（三）早上八點開放至「6000.gov.tw」官網登記
2⃣ ATM領現金
👉台灣銀行、土地銀行、第一銀行、華南銀行、彰化銀行、兆豐銀行、台灣企銀、國泰世華銀行、台新銀行、中信銀行、郵局
3⃣ 郵局領現金
👉攜帶證件至全國郵局儲匯櫃台，於營業時段領取
4⃣ 直接入帳
👉領過勞保年金、職保年金、國民年金、老農津貼、農民退休儲金、勞工退休金月退休金、身心障礙生活補助、安置兒少、各級政府機關因公派駐國外人員及具本國籍眷屬、中低收入老人生活津貼者，不須登記，直接匯入帳戶
5⃣ 造冊發放
👉屏東縣獅子鄉、花蓮縣萬榮鄉、臺東縣金峰鄉

⚠️世杰也要特別提醒鄉親，政府不會透過簡訊、Email、電話來通知大家領錢。如果遇到可疑狀況，記得「不點擊、不填輸、不匯款、不轉傳」原則，並撥打 165 反詐騙專線確認喔！","['普發現金', '全民普發', '普發+6000', '普發+六千']",POSITIVE
民主進步黨_王美惠,2023-03-16 16:30:06,"🌟全民普發現金 6000 元 3/22起開放民眾上網登記🌟

今天財政部公布了，全民共享普發現金的發放規劃，未來只要特別預算三讀公布生效後，民眾就可以領到6000元現金了!阿惠也要呼籲朝野需同心，盡速通過特別預算，讓鄉親們減少生活的負擔。

阿惠提醒鄉親
⚠️勿點擊不明連結
⚠️勿聽信不明人士操作轉帳

⬇️詳細的領取方式，請參考下方圖片喔⬇️","['普發現金', '全民普發', '普發+6000']",POSITIVE
民主進步黨_羅美玲,2023-03-16 16:42:46,"#普發現金6000 怎麼領？詳細解說看過來

「全民共享普發現金規劃」出爐！以下是政府規劃的領取方案，請大家分享給親朋好友～

✅誰能領?
國內現有戶籍國民、外籍(包含陸港澳)配偶、持永久居留證外國人、取得居留許可的無戶籍國民、駐外人員及眷屬等四大類都能領。新住民的朋友記得分享喔！

✅怎麼領?
政府貼心規畫以下5種領法，方便民眾領取。
1️⃣#登記入帳，3月22日（三）上午8點起即可以上官網（https://6000.gov.tw）登記，有6個月時間開放登記，不用急也不必排隊！
2️⃣#ATM領現
備好提款卡、健保卡號、身分證字號或居留證號至實體ATM領取。
3️⃣#郵局領現
備好健保卡、身分證或居留證至郵局櫃檯領取。
4️⃣#直接入帳
已領取政府例行性津貼或是年金者(例如勞保年金、國民年金、身心障礙生活補助等)，6000元直接匯入現有撥款帳戶。
5️⃣#特定偏鄉
無ATM或郵局的屏東縣獅子鄉、花蓮縣萬榮鄉、臺東縣金峰鄉，民眾可健保卡或身分證就近至當地派出所登記造冊後領取。

📣請注意！政府不會發送簡訊或電子郵件通知領取，也不會電話要求至ATM或網銀操作轉帳，遇到可疑電話或不明訊息請撥打165反詐騙專線！","['普發現金', '普發+6000']",POSITIVE
民主進步黨_吳琪銘,2023-03-16 16:48:05,"全民領6000
領取方式來摟!🤩

行政院長今天拍板普發6000元，有以下5種領取方式：
 1️⃣登記入帳
 👉🏻3/22（三）早上八點起開放至「6000.gov.tw」官網登記入帳帳號(前五日3/22-3/26採身分證字號尾數分流登記)
 2️⃣ATM領現
 3️⃣郵局儲匯櫃檯領現
 4️⃣特定對象直接入帳
 5️⃣特定偏鄉造冊發放

⚠️琪銘也提醒鄉親不要點擊不明連結，當心詐騙！

圖片來源：中華民國財政部",['普發+6000'],POSITIVE
民主進步黨_王定宇,2023-03-16 16:53:41,"大家最關心的 #普發現金 #全民共享 3月22日線上登記系統即將上線！

我們提早做好整備，建置發放系統以及相關規劃，只要立法院預算一通過，就能以最快的速度發放現金，讓全民可以共享經濟成長的果實。

發放方式兼顧不同族群的需求，如下：
1. 最方便的 #登記入帳 用手機就可以完成所有步驟。

2. 不善於使用線上登記，也可以透過 #ATM領線、 #郵局領現。

3. 偏鄉地區提供登記造冊，特定對象則採用直接入帳方式。

#多元分流方案，讓全民都能受到政府溫暖的照顧。",['普發現金'],POSITIVE
民主進步黨_劉世芳,2023-03-16 17:27:29,疫後特別預算的 #普發現金6000元 即將上路，其中領有勞保年金、國民年金、勞退等族群可以 #直接入帳，這些族群大多是行動不便或高齡長者，可為他們省去排隊或上網登記的困擾，更可避免遇詐騙的風險。今天世芳以臨時提案要求退輔會，研議爭取將2萬多名 #就養榮民 也納入直接入帳的對象，獲得退輔會的支持！,"['普發現金', '普發+6000']",POSITIVE
民主進步黨_陳靜敏,2023-03-16 17:27:36,"大家殷殷期盼的普發6000元方案細節出來囉！大家關心的三大重點不外乎是【誰能領Who、如何領How、何時領When】，確切能夠領到錢的時間還需要看立院何時三讀通過並請總統公布，財政部長莊翠雲也允諾公布一週內可以發放，原則上應該還是四月中前可以讓大家領到六千元。目前數發部的發放系統已經完成壓力測試，財政部也公布了規劃的發放方式。

📌誰能領Who
✅國內現有戶籍的國民(含112/12/31前國內出生並領有出生證明的新生兒）
✅取得居留許可的無戶籍國民
✅取得永久居留證的外國人
✅大陸地區、港澳、外國人為我國國民的配偶並取得居留許可(含離婚或配偶死亡，居留證末廢止）
✅政府機關因公派駐國外人員及其具我國國籍眷屬

📌如何領How（3+2）
三大方式-網路登記入帳、ATM領現、郵局領現
#特定對象直接入帳 #特定偏鄉造冊發放
🔺網路登記入帳
使用能夠上網的手機、平板、電腦
輸入1. 本人/代領人身分證字號或居留證號
2. 同一位本人/代領人金融機構帳號
3.發放對象的健保卡卡號（12歲以下可被代領，最多4位）

🔺ATM領現
前往指定金融機構(含郵局)實體ATM，請認明「普發現金識別貼紙」。（不是每台ATM都可以領喔）
1.插入提款卡 2.選擇「全民共享普發現金」3.輸入提款卡密碼
再輸入「持卡人的身分證/居留證號碼」與「發放對象健保卡號」
即可成功領取

🔺郵局領現
準備健保卡/身分證去郵局臨櫃領取

🔺特定對象直接入帳
勞保年金、職保年金、國民年金、安置兒少、老農津貼、 農民退休儲金、各級政府機關因公派駐國外人員及其具我國國籍眷屬、勞工退休金月退休金、中低收入老人生活津貼、身心障礙生活補助

🔺特定偏鄉造冊發放
屏東縣獅子鄉、花蓮縣萬榮鄉、臺東縣金峰鄉可攜帶健保卡/身分證
至當地派出所登記領取。

📌何時領When
能夠實際領到錢的時間待定，不過3/22(三)早上八點將開放網路登記入帳。3月22日至3月26日將採 #身分證字號或居留證號尾數分流。每天將開放2組尾數的民眾登記，具體分流順序將於「3月20日」以抽籤決定。自3月27日起，所有民眾皆可登記，並從3月28日開放修改以及查詢登記資料是否正確、符合領取資格等資訊。系統登記至少開放 #六個月。

 ⚠️最後也請大家注意⚠️
也有不肖人士利用這次普發現金而使用詐騙手段
❌請記得政府不會發簡訊或電子郵件通知領錢登錄❌ 
❌政府不會電話要求至ATM或網銀操作轉帳❌
網路部分也請確認網址結尾為✅gov.tw✅
避免上當受騙唷！","['普發現金', '普發+6000', '普發+六千']",NEUTRAL
民主進步黨_林楚茵,2023-03-16 17:31:53,"#發現金 
今天上午財政部也正式公布6000元的「領取資格」、「領取方式」囉～
其中有兩個地方楚茵要提醒大家，分別是 #線上登記入帳時程，以及 #防範詐騙。

#免排隊 
這次有開放「網路登記入帳」
從「3月22日上午8時起」開放民眾預先在普發現金官網(https://6000.gov.tw/)登記。要注意！

#防塞車
3月22日至3月26日採「身分證字號或居留證號 #尾數分流」，每天開放2組尾數的民眾登記，預計在3月20日以抽籤決定尾數分流順序。3月27日起開放所有民眾登記，3月28日起開放修改登記資料。不要急！

#防詐騙大作戰開始
由於這次領取的方式多，線上登記入帳、ATM領現 都是詐騙集團關注的焦點。更小心！
楚茵提醒大家，要記得四大重點：
#政府不會發簡訊或電子郵件通知領錢登錄
#政府不會電話要求至ATM或網銀操作轉帳
#注意網站結尾是否為「gov.tw」
#疑似詐騙請打「165」

#怎麼領
想知道更詳細的訊息，請看圖片及留言區，讓大仁哥來告訴你~","['普發現金', '普發+6000']",NEUTRAL
民主進步黨_湯蕙禎,2023-03-16 18:44:44,"#蕙禎報您知

📣📣全民普發現金，就在下周❗

👉全民共享普發現金6000元的通路有五個，除了「 #登記入帳」之外，使用其他管道領取都不需要到線上系統登記❗

👉領取現金有五種方式 ：

1️⃣ #登記入帳
3/22（三）早上八點起開放官網登記入帳帳號！

2️⃣ #ATM領現
台灣銀行、土地銀行、第一銀行、華南銀行、彰化銀行、兆豐銀行、台灣企銀、國泰世華銀行、台新銀行、中信銀行、郵局都可以領！

 3️⃣ #郵局儲匯櫃檯領現
攜帶證件至全國郵局儲匯櫃台，於營業時段領取！

 4️⃣ #特定對象直接入帳
領過勞保年金、職保年金、國民年金、老農津貼、農民退休儲金、勞工退休金月退休金、身心障礙生活補助、安置兒少、各級政府機關因公派駐國外人員及具本國籍眷屬、中低收入老人生活津貼者，不須登記，直接匯入帳戶！

 5️⃣ #特定偏鄉造冊發放
屏東縣獅子鄉、花蓮縣萬榮鄉、臺東縣金峰鄉等三個地區須持證件到當地派出所登記！

另外蕙禎提醒鄉親，政府不會透過簡訊、Email、電話來通知大家領錢。如遇可疑狀況，記得「不點擊、不填輸、不匯款、不轉傳」原則，並撥打 165 反詐騙專線確認喔❗

#客家女力 #全心為民 #為更好的台灣","['普發現金', '全民普發', '普發+6000']",POSITIVE
民主進步黨_蔡適應,2023-03-16 19:29:29,"#全民共享經濟成長
#普發6000元 #自3月22日開始登記
（登記網址在留言處）

期盼各位好朋友們可以好好使用這6000元，適應拿到的6000元會捐贈給基隆家扶中心、創世基金會 基隆分院、人安基金會-基隆平安站、華山基金會 基隆新北愛心天使站、伊甸基隆區服務，並且幫助這五大社福團體來勸募，稍早在適應的服務處召開記者會。

為了感謝疫情期間這些社福單位員工的辛勞，適應捐贈1000份的大黑松小倆口牛軋糖，感謝他們的付出，並且拋磚引玉期盼各界善心人士，能將6000元的小愛化為大愛，來幫助社會工作的推動。

——社福機構捐贈資訊——

＊家扶基金會 基隆家扶中心
劃撥帳號：0108-8171
收款戶名：基隆家扶中心
愛心專線：（02）2431-9000

＊華山基金會
劃撥帳號：1988-4941
收款戶名：華山基金會
愛心專線：（02）2427-1061

＊人安基金會基隆平安站
劃撥帳號：1994-9502
愛心專線：（02）2427-3323
備註：基隆平安站

＊創世基金會 基隆分院
劃撥帳號：1975-0257
愛心專線：（02）2421-4738

＊伊甸社會福利基金會
劃撥帳號：0579-3779
收款戶名：財團法人伊甸社會福利基金會
捐款專線：（02）2230-6685
傳真：（02）8230-1207
雲端發票捐贈碼：25885",['普發+6000'],POSITIVE
民主進步黨_何欣純,2023-03-16 20:15:11,"阿純率先提出「經濟成果，全民共享」，現在要 #普發現金 #每人6千 怎麼領，看這邊！

1. 登記入帳：3/22(三) 早上8點起至6000.gov.tw官網，登入個資，直接入帳！

2. ATM領現：持提款卡，前往指定ATM 輸入個資。(台銀、土銀、合庫、一銀、華南、彰銀、兆豐、臺企、國泰、台新、中信、郵局)

3.郵局領現：持健保卡、身分證或居留證，前往各郵局。

4. 直接入帳：已領有例行政府津貼、年金，直接匯入！

#經濟成果全民共享
#人民需要政府給力","['普發現金', '普發+6000', '普發+6千']",POSITIVE
民主進步黨_蔡英文,2023-03-16 20:33:22,"#全民普發現金 #共享經濟成果
線上登記系統 3/22即將上線

今天，行政院公布 #普發現金 的相關規劃，在各部會的通力合作下，相關作業將在3/22起陸續啟動，只要預算案通過，就能即時讓全民共享經濟成果。

為了照顧到不同族群，這次我們也透過多元分流的發放方案，更細心照顧到所有民眾：
✅官網登記入帳（3/22開放登記）
✅ATM 領現
✅郵局臨櫃領現
✅特定對象直接入帳
✅特定偏鄉造冊發放

除了普發現金，「疫後特別條例」也規劃了一系列的計畫和措施，希望透過「特別預算」，減輕大家的生活負擔，協助產業轉型，讓企業能穩健經營。

最後，我也要提醒大家，相關資訊請以官方為主，政府不會打電話要求大家操作轉帳，遇到可疑電話或訊息，立即撥打165反詐騙專線。

#溫暖照顧
#疫後減壓","['普發現金', '全民普發']",POSITIVE
民主進步黨_柯建銘,2023-03-16 20:48:50,"【朝野協商定案 連假後四月六日開始普發六千！】
​
在這邊跟全國人民宣告一個好消息，經過今天下午由游錫堃院長主持的黨團協商，朝野達成一致共識，將「中央政府疫後強化經濟與社會韌性及全民共享經濟成果特別預算」的審議時程確定：
一、3月21日下午3時前，各黨團新增預算提案截止收案。
二、3月23日下午3時，由游錫堃院長主持黨團協商，處理預算提案。
三、3月24日院會，處理協商後之結果，並將整個特別預算案三讀通過。
​
特別預算案經立法院三讀通過後，立即送總統府，預計在3月27日由蔡英文 Tsai Ing-wen總統公告，接著，行政院啟動預算撥付程序，約5個工作天後，4月6日，全民就可以開始領到普發的六千元了！
​
感謝所有朝野黨團的支持，讓「溫暖的錢」可以在這個「春暖花開」的時刻，順利送到全民的手上！",['普發+六千'],POSITIVE
無黨籍_趙正宇,2023-03-17 07:00:59,"全民普發6000元
3月22日開放登記‼️
五種領法報您知：

❇️線上登記入帳❇️
6000.gov.tw官網登記入帳帳號
準備資料｜發放對象健保卡號、身份證字號或居留證號、金融機構帳號

❇️ATM領現❇️
指定金融機構，實體ATM領取
準備資料｜發放對象健保卡號、身份證字號或居留證號、提款卡

❇️郵局領現❇️
郵局儲匯櫃檯，營業時段領取
準備資料｜發放對象健保卡、身份證或居留證

❇️直接入帳❇️
特地對象免登記，直接匯入帳戶

❇️特定偏鄉❇️
屏東縣獅子鄉、花蓮縣萬榮鄉、臺東縣金峰鄉造冊發放

防詐騙⚠️提醒您：
❌政府不會發簡訊或電子郵件通知領錢登入
❌政府不會電話要求至ATM或網銀操作轉帳

如遇可疑電話或不明訊息請立即撥打165反詐騙專線！

🔗詳細資訊
https://moda.gov.tw/press/press-releases/4029

-----------------------------------
👍八德辦公室桃園市八德區永福西街38號
☎️服務電話｜03-366-1613

👍大溪服務處桃園市大溪區民權東路143號
☎️服務電話｜03-387-0097

👍華勛聯絡處桃園市中壢區興仁路二段216號-1

#桃園立法委員趙正宇
#用心不分區域
#八德區立委趙正宇
#桃園立委趙正宇
#大溪復興立委趙正宇
#中壢立委趙正宇
#華勛立委趙正宇
#立法委員趙正宇只有為你","['全民普發', '普發+6000']",POSITIVE
民主進步黨_蘇治芬,2023-03-17 08:42:33,"普發6000元方案提出
3/22起可先上網完成登記

行政院會通過普發現金規劃報告，自3月22日上午8時起，開放民眾可預先在普發現金的官網登記，免讀卡機、免插卡，登記資料經系統核驗無誤，現金屆時就能直接入帳。

只要是中華民國國民、駐外人員及眷屬、外籍配偶、持有永久居留證外國人等，皆有資格登記領取，行政院同時也表示，只要在2023年年底前出生的新生兒也都具備領取資格。

而發放方式以五大方式為主：
1.登記入帳：民眾可至發現金官網，登錄健保卡號、金融機構帳戶等個人資料，經核對後，6000元便會直接入帳。
2.郵局臨櫃申請：民眾準備好所需資料，可持證件與資料到郵局臨櫃申請。
3.ATM領取：民眾可持金融機構提款卡至8家公股銀行，以及台新銀、國泰世華銀、中信銀及中華郵政等12家銀行實體ATM，輸入身分證號碼和健保卡號後，直接領到6000元現金。
4.直接入帳：領有勞保年金、國民年金、勞退等特定族群，無須登記，政府會直接匯入帳戶。
5.造冊發放：屏東縣獅子鄉、花蓮縣萬榮鄉、台東縣金峰鄉等特定偏鄉，由當地派出所造冊後發放。

目前特別預算已經進入黨團協商階段，事先公布方案讓鄉親可以選擇最便利的方式，一確定發放日期就可以在最快的時間領到。治芬也提醒大家，要留意詐騙資訊，一切以行政院公布的消息為準喔。

#治芬一直都在
#治芬心存感激","['普發現金', '普發+6000']",POSITIVE
民主進步黨_李昆澤,2023-03-17 10:12:55,"普發6000元的資訊報你知！

#普發現金 的資訊，以下為大家整理相關內容：

✅登記入帳：到官方網站 https://6000.gov.tw/ 輸入身分證字號、健保卡卡號以及銀行帳戶，核對後撥款入帳。(3/22開放預登記)
✅ATM領取：可至共12家金融機構的ATM領取 （8家公股行庫+中華郵政+台新銀行+國泰世華銀行+以及中信銀行）
✅郵局限領：持身分證或健保卡，到全國郵局可臨櫃領取
✅直接入帳：已有例行性領取政府津貼或年金者，會直接匯入帳戶免登記。
✅造冊發放：針對特定偏鄉地區，由當地派出所或分駐所放。（屏東縣獅子鄉、花蓮縣萬榮鄉、臺東縣金峰鄉）

提醒各位鄉親朋友，如要透過登記入帳領取，下禮拜三（3/22）將開放預登記！

立法院也會加快協商與審查，盡速讓民眾可以領取！","['普發現金', '普發+6000']",POSITIVE
